UserID,Date,Comment
◢ DAVE ◤◢ GRAVE ◤,2025-02-17 12:27:48+00:00,"Yeah it was obvious. Tiktok represents the youth and the youth are the future. The opinions of 70 year old Boomers dont matter too much because they will be dead or have dementia soon.

The youth is pretty insane with wokeness, but at least they get that genocide is evil."
Ben Houili Meziane,2025-02-17 12:33:58+00:00,"1,25%...."
بالی,2025-02-17 15:18:05+00:00,Agree
Youssef,2025-02-18 11:37:41+00:00,"Everything negative happening in the US is somehow tied to the z10nist state, isn't it?"
ܡܝܟܐܝܠ,2025-02-18 17:29:13+00:00,Israel is a free speech behemoth #TerroristIsrael #sewerjews
meaty Michael,2025-02-27 16:35:19+00:00,speedrunning a tiktok ban i already have one strike for no reason gg
しんやっちょ@どうしよ？垢,2025-02-21 06:50:38+00:00,"触らぬ神に祟りなし

いらんこと言ったり
やったりして自ら身を滅ぼす

何度も変わるチャンスあった

考え直し配信内容を変え
できることあった 何度も忠告し
危ないってXでも配信でも伝えた

嫌われ悪者になってでも

ルイージがTikTok
何もしなくてもBANなる現在

もう手遅れで救えないのだろうか？"
Saku.chan╰(*´︶`*)╯♡,2025-02-21 07:21:27+00:00,手遅れなのかな⁇やっちょの言う通り、何度も変わるチャンスはあったし、いろんな人が忠告してたけど、聞かなかったのはルイージメジに女依存配信はダメ毎回、覚悟はあるか？の決まり文句もアウトやと思う。この間のラスト炎上会議のやっちょにはマジで感心したわ。
まぁ,2025-02-21 06:59:23+00:00,残念ながら手遅れだね
doki doki,2025-02-21 07:04:50+00:00,"本人が真剣にならないと
ダメだと思う
その場では謝るけど後の
配信では元に戻ってる
様に見える
ルイージの性格は変えられ
無いのかな？
しんやっちょがいくら
心配してもこれは本人次第"
パンダ,2025-02-21 08:22:23+00:00,昨日も俺ばかりバンで他にも色々やってる人がならないって悪口言ってたから変わらないよ。救おうと思っても周りの人が頑張っても本人が無理だから。他人任せだから、この前のやっちょの魂の愛のこもった言葉はみんな感動したよ。それでも無理だったね
ほどよく,2025-02-21 08:01:38+00:00,"やっちょ気になると思うけど
そっとしておこ
思考が全くかわっとらん
可哀想なのはいっしょけんめ応援してるリスナーと娘。"
M M,2025-02-21 11:05:11+00:00,それよりSさんはお咎めなし？悪い事してないなんて事は絶対ないと思うし、なんなら1番ひどいくらいだと思ってる
河童ハゲ,2025-02-21 08:16:38+00:00,馬鹿は、死ななきゃ治らないと昔の人も言ったもんさ。気に病むことは、ない。
saaaa661,2025-02-21 07:30:27+00:00,今まで何度も変われるチャンスがあったよね。その度にリスナーは今度こそはって信じてきたよ。もうどうにも出来ない今でも離れていかない、信じてるリスナーは沢山いる！これは周りじゃなくてルイージ本人がまじで分からないとどうしようもないよ
aki,2025-02-21 09:27:08+00:00,TikTokオススメで炎上会議とかの動画みる度にやっちょは本当に変わるように頑張ってきたんだなって感じれたけど他の方はまだ自分の今の状況理解出来てないんだろなって感じる。失ってから気がつくのでは遅いのにね、、、
あや,2025-02-21 07:22:07+00:00,やっちょの優しさあっての厳しい言葉、ルイージに伝わるといいな。やっちょの言葉、本当に心あって感動したよ。
あや,2025-02-21 15:35:30+00:00,ルィージは変わらないよ。いつも、言い訳ばっかり言ってるし。うどんさんに頼ってばっかりだし。
勇気,2025-02-22 01:42:48+00:00,"やっちょがルイージの為に言っても当の本人は聞く耳持たず
正論言われると 「うるせぇ執行猶予！」
これが始まる
もう何も言わないのが一番！言ってもヘイト向けられて気悪いだけ
閲覧マウント得意やけど…何千人の半数はアンチじゃないの？全て自分のファンだとでも？w勘違い過ぎて草w"
ちびちゃん,2025-02-21 08:15:45+00:00,"ホントだよね。変わるチャンス
人の助言聞かない人だから、危ないと思ってました"
せいちゃん,2025-02-21 12:26:17+00:00,もう書かないって言ったのでは？
ひなた,2025-02-21 18:56:45+00:00,もう話題にするだけまた噛みついてくるし、残念やけどそっと見守ろう相手の事を書くだけ時間も感情も無駄…やっちょ優しいけどその優しささえ彼はムキになりうざがってる気がする
ひろみ,2025-02-21 07:26:16+00:00,"今、やっちょがしてあげれる事は？
声掛けてあげるとか…。かな"
naosuke,2025-02-21 07:29:43+00:00,"奉仕の星愛の星(流動的な財)を持っているからきっと使徒を助けたいと思い人を惹きつけたいと思うのですね？自分も3個あるのでお節介すぎてそして散財してしまいます
この方は薬物依存等々あるのかもしれないのでイライラしてしてしまったり捕まったりするとか？ないと難しいのではないでしょうか？！"
ゆうちゃん,2025-02-21 11:26:08+00:00,"ホントやっちょが
何度もルイージに言ってあげたのに響かず
逆にやっちょに文句

うどんさんが
やっちょの言ってる事は
その通りだけど
もう手遅れって言ってたもんね

ルイージを何とか救えないかとやっちょの
優しさ人情が凄く伝わった"
なᒼᑋªⁿ♥︎,2025-02-21 12:38:16+00:00,"救いの手も振りほどいてまで自分を貫くんだから…
救えないと言うか、何言っても響かないよね…
何も言わず静観するのがベストかと。
本人が気づいた時には遅しだけどね。

悲しいけど仕方ない"
玉響,2025-02-21 23:16:23+00:00,やっちょの忠告聞かなかった、やっちょの想い届かなかった。やっちょだけじゃない、色んな人からのアドバイスきかない。とうとう最後の切り札、お母さんのアカウントでの配信が始まった。間違いなく、最後の切り札だと思う。
あや,2025-02-22 00:23:02+00:00,配信でまた、女芸の誘いをしてたし。遊べる子って！マジに変わらない。配信で言うなって思った！
ゆきま,2025-02-21 11:33:21+00:00,度重なるバンや警告がある時点で彼にはかなりのチャンスがあったのに自分のやりたいことだけやり通した。ある意味もうやり切ったんじゃないかな？周りはすごくショックでも本人はそこまでと言っていたし。ショックではあるだろうけどもしかしてもうやり切ったって気持ちになってそう。
私が噂の最凶ちゃん,2025-02-21 15:48:50+00:00,さっき見たけど、みよこさんアカウントで配信してたよ。みよこさんが自らアカウント作るとは思えないから、ルイージがみよこさん携帯で登録した可能性あり。
ゆ,2025-02-22 04:00:21+00:00,アカウントうしなって泣いた涙は？うどんさんやら周りが散々忠告した周りの人の気持ちも全く受け入れず…最終的に不正を加担しちゃったから…運営様からしたら…要らないってなっちゃぅねエミタローの事も悪く聞こえてるよ…気をつけて下さい…
ちん,2025-02-21 11:09:21+00:00,"やっちょの生き残って欲しいんだって言葉が凄く感動したよ
やっちょはホントに優しいね"
あや,2025-02-22 00:15:29+00:00,ルィージは、茨城に帰ってて、お母さんの、携帯で配信してたよ
ぽんかぽん,2025-02-21 10:45:56+00:00,"彼は変わらない
周りがどんなに助言しても
擁護や甘やかしの意見しか聞き入れない
やっちょがどんなにアドバイスしても
エネルギー吸い取られるだけ
見守る程度でいい
いずれどん底見て気づくまで"
Ken Klippenstein,2025-02-16 18:39:49+00:00,"Senator 
@MarkWarner
 spills the beans about ""the real story"" of how the TikTok ban went down. Turns out, its passage had more to do with the Gaza war than China."
B L A K E L E Y™℠©® LLC,2025-02-16 19:13:55+00:00,"Okay 
@kenklippenstein
 but can you please do an investigative piece on Youtube next? I am SURE they are targeting pro-Palestine accounts and know multiple ppl they've permanently demonetized over it."
B L A K E L E Y™℠©® LLC,2025-02-16 19:12:25+00:00,I'M FUCKING SCREAMING
annie fofani,2025-02-17 00:00:11+00:00,"one thing rarely discussed, that can't be passed off as antisemitism, is how israeli youth flock to the app and put their pure racist genocidal mockery on display. they can't control their soldiers either, flaunting their victims underwear. how embarrassing for israel."
Matt Stoller,2025-02-16 19:24:06+00:00,Ken what you reported is obviously false. Come on.
ladidai (@ladidaix) see linkinbyeo,2025-02-17 07:37:57+00:00,Did ANYONE doubt this
Ayman Trancer,2025-02-16 19:11:23+00:00,"Definitely no surprise.  Mitt Romney and others were talking about this, because there is so much incriminating evidence about the IDF on tik tok."
sexlaptop,2025-02-16 18:42:18+00:00,This comes as no surprise. That hypocrite being Libs of TikTok who whined about twitter censorship was suddenly very eager to have government ban TikTok. Consistency is hard for dullards.
everythingism,2025-02-16 19:02:19+00:00,"Another reason is crony capitalism...apparently Meta was lobbying for this law to pass.

The main thing is that the arguments they're using whether on China or Israel are very specious and biased."
jason,2025-02-16 18:55:34+00:00,Imagine that... Israel gets the US Congress to attack something they don't like? Shocking.
Yves-Angeline,2025-02-16 23:37:03+00:00,WBK.
BLOCKXS.COM,2025-02-16 19:00:20+00:00,Not unexpected. Some show inconsistency.
*Censored*,2025-02-16 19:21:14+00:00,In other words…water is wet
Todd Smekens,2025-02-16 22:33:58+00:00,"Jonathan Greenblatt with the 
@ADL
 made the statement about shutting down 
@tiktok_us
 because of all the ""anti-Israel propaganda."" The kids were responding negatively to a live genocide funded by the US.

There was also the videotaped discussion between Blinken and Romney. They"
meth silchick,2025-02-16 18:43:06+00:00,Sad part is so many people immediately knew this was the case well before Warner spilled the beans
Seenitall,2025-02-16 18:45:27+00:00,Old news.
E,2025-02-16 19:01:18+00:00,No surprise there
Negrodamus,2025-02-16 19:00:16+00:00,Anyone who was paying attention knew this
Tyler Hackner,2025-02-16 19:15:36+00:00,No surprise
Stomp,2025-02-16 20:06:07+00:00,"Dang, ngl, I really thought that it was our speculation than a measured political move holy shit."
Keyboard Resistor,2025-02-16 20:46:39+00:00,"No one buys the assumption that it's not legacy media or White House press releases that are  ""propaganda,"" but it's Tik Tok. The problem is not ""misinformation"" but censorship pushed for by the Israeli government and its organized lobbies in the US, no less during a genocide."
Mankrik’s Wife,2025-02-16 19:20:01+00:00,"I know there won’t be and I have to be zen about it but I would like there to be a serious reckoning for all the people that willfully denied the evidence of everything Israel did in the past year+ (75 years +) 

Everyone knows why tik tok got banned, Mitt Romney said it out loud"
stop cop city / land back,2025-02-16 19:49:26+00:00,"This was admitted by romney, blinken, and greenblat quite clearly before it went down."
Expect to Self Rescue,2025-02-16 18:51:50+00:00,We all knew this already.  Kinda late to the news here bud
Johannes Schmitthenner,2025-02-16 18:57:22+00:00,"Important to acknowledge that a tik tok ban has been talked about for years in DC, here it is about the specific trigger to pass a law"
boring masked drone operator,2025-02-16 20:14:23+00:00,As many people pointed out while it was happening
Peter Bayley,2025-02-16 20:16:06+00:00,WE KNEW :-(
C. De León,2025-02-16 20:27:37+00:00,"I beg ppl to pls pay attention to what communists/leftist organizers are saying. 

Communists have been saying this and calling it out since the beginning. We’re consistently on the side of having to say “told you so.”"
Basilisk of St Peter in St Paul,2025-02-16 20:39:43+00:00,"We all knew this, so why is this news?  Because Mark Warner admitted it?"
Nate Bullman,2025-02-16 18:46:17+00:00,"Another 
@hasanthehun
 W"
Dr. Whoa,2025-02-16 19:01:29+00:00,WHO IS SHOCKED?!
Dr Taina,2025-02-16 22:49:27+00:00,"This is was abvious from the begining.

I remember watching a Candice Owens video, and she showed a leaked voice memo from someone from AIPAC, saying that they need to do “something” about TikTok, and how it is ruining the war"
Hossen,2025-02-16 18:43:22+00:00,USA is an occupied country... Jews devoured it.
,2025-02-16 19:09:56+00:00,Oh rly?
Tony Paul,2025-02-16 19:41:11+00:00,This is totally unsurprising.
Chough 𓅫,2025-02-16 19:44:03+00:00,This is at least the third different time ive seen an american politician say this
djconn,2025-02-16 19:44:18+00:00,"THIS is why they are banning tiktok. It's long, but she deserves to be heard."
The Socialist League ☭,2025-02-16 20:01:58+00:00,"@Mike_from_PA
 MIKE WAS RIGHT!!"
E.A.D. Butler,2025-02-16 20:14:05+00:00,Of course it did.
Luis.Documents,2025-02-16 20:30:05+00:00,It all leads back to them.
c4rd,2025-02-16 23:28:28+00:00,"quick, pretend to be surprised"
Max,2025-02-17 02:27:27+00:00,no duh
SeekingTheTruth,2025-02-17 02:43:19+00:00,"Irony is all of the barbaric posts by Israeli soldiers on social media.  
Maybe that’s why TikTok is turning against Israel."
CtHorseFarmer,2025-02-17 16:08:50+00:00,No surprise there
JohnKhalidi,2025-02-16 19:03:39+00:00,Wow
Live Nayuta Reaction,2025-02-16 18:42:35+00:00,And my jaw stays in place
z,2025-02-16 18:54:38+00:00,"Duh, the country that had to be exposed by Snowden gives a shit about national security concerns? I think tf not.
Frankly the damage is already done against Israel’s reputation, you’re not getting that back."
Woorijip,2025-02-16 19:01:31+00:00,Duh.
P.I. Staker,2025-02-16 19:02:06+00:00,"No shit, we all knew this already."
Saul Goodman Says Trans Rights,2025-02-16 19:04:17+00:00,People were mocked for suggesting this even a month ago
모든 제국의 시대는 끝이 난다,2025-02-16 19:07:46+00:00,"I mean we already know, it's been clear since the reinstatement, the kinds of voices and rhetoric they are censoring."
Jones Capers,2025-02-16 19:09:24+00:00,"We will own a piece of both now, problem solved"
Amauri E. Alcántara,2025-02-16 19:09:37+00:00,"I mean that was rather obvious, some politicians were even public about it."
Mo STX,2025-02-17 01:21:33+00:00,"Ken, unfortunately he’s part of the problem too. Can’t wait for the people of Virginia to vote him out!"
Lensuz,2025-02-17 14:38:52+00:00,"American is an Israeli lobby colony. 
It’s interests are secondary to Israelis."
Idk,2025-02-17 15:57:05+00:00,"@pikaso_me
 screenshot this"
Peter Lemonjello,2025-02-17 16:04:53+00:00,Shocker. NAUSEATING and Insufferable. Israel SUCKS.
Still All Good,2025-02-17 16:06:21+00:00,Was there ever any doubt?
Ilturos,2025-02-17 16:10:00+00:00,"So what, there are enough security concerns with a foreign enemy having access the user data and being able to propagandize through the AP that it should be banned.
I"
Future Pending,2025-02-17 16:10:10+00:00,"Ken is a CIA cutout. See grusch,etc."
Al Kidah,2025-02-18 00:11:54+00:00,"The TikTok ban thing started during the first Trump admin. Not the actual ban, of course, but Trump was talking about wanting to ban it long before Oct 7."
Hunter Plath,2025-02-18 02:16:17+00:00,"Maybe, but the origins of any sort of limitations on Tik Tok originated during 2020 before most people on Tik Tok even knew what Gaza was"
Mpeacemaker,2025-02-18 02:49:55+00:00,So lawmakers want to hide the truth . Disgusting
Alex,2025-02-17 01:04:23+00:00,Surprising no one
m,2025-02-17 01:24:56+00:00,How is this news? That was so incredibly obvious
R,2025-02-17 01:27:12+00:00,Who is surprised? No one.
Megan,2025-02-17 01:46:30+00:00,I think everyone put that together. I guess thanks for the confirmation.
Ball Hogba,2025-02-17 02:02:33+00:00,
Eagle Eyes,2025-02-17 02:07:09+00:00,Does it control that much deep? Strange
Buck Pudding,2025-02-17 02:19:28+00:00,No. Shit.
Sharon Towell,2025-02-17 02:34:13+00:00,Was there any doubt that Israel was the motivation?
Peter Kohan,2025-02-17 03:46:55+00:00,Who needs interference in our elections when our politicians have dual loyalties to other nations?
Greg Boggis,2025-02-17 05:30:15+00:00,Dickenstein!
Kyle Hickman,2025-02-17 00:38:44+00:00,Romney and Blinken said this months ago.
Leone,2025-02-17 00:46:27+00:00,Cannot think of a single reason to believe anything Sen Warner claims
Elisha Maxene Brady,2025-02-17 00:53:44+00:00,i havent forgotten the 2020 elevction interference by ukraine
Benjour,2025-02-17 00:55:21+00:00,Not a war. A genocide
acidburns,2025-02-17 06:44:22+00:00,Shock of all shocks.
Tobiaria,2025-02-17 07:34:05+00:00,Fantastic journalism
Free Speech is a Minority Right,2025-02-17 08:01:59+00:00,"Of course it did. In fact I think you called that out at the time.

What I love about it is how Joe it’s so obvious whereas before they would call the Disney or Comcast and express disapproval and have the discussions removed. WEL, they’re still doing g that, but it’s less"
معتصم الضراط,2025-02-17 12:16:15+00:00,oh wow stopping people from expressing themselves freely by banning app for the Jews
Just wandering,2025-02-17 21:15:27+00:00,*Pretends to be shocked*
Mark Tetreault,2025-02-17 23:15:22+00:00,Warner is such a fraud.
Call me Jerry,2025-02-18 04:42:38+00:00,Tiktok is poisoning the minds of young lads.
shalim,2025-02-18 07:22:19+00:00,"Because TikTok is not controlled by the Zi0nists as is the Western media, it documented the genocide and the world saw the other side of Israel."
ياسمينة,2025-02-18 09:47:58+00:00,Mark Warner works for the Israel lobby. #VASEN
Rev. Nenê PhD,2025-02-16 18:41:22+00:00,It’s funny how the mainstream media is always a year behind what we already know.  Same with greedflation.  I knew something was fishy when Dems all of a sudden were on board with the TikTok ban which coincided with huge Palestinian support on the platform.
Jesse Abundis,2025-02-16 18:42:12+00:00,"They loved Tiktok when the influencer spread Ukraine propaganda n Biden propaganda. Users use it to shine the light on Israel, they nuke the site. It shows who controls our government"
Sigma Mindset (ΣM),2025-02-16 21:01:32+00:00,“Passed 50-0 after October 7th and failed 100 times before that.” All you need to know that our congress is a joke”
Brono921,2025-02-17 11:22:21+00:00,"Warner is peddling a conspiracy theory.
He knows that it was mandated by law.
In fact they're accusing Trump of breaking that law for getting the extension. 
That's kinda sad he'd lie about that."
Domingo Castro,2025-02-17 17:39:45+00:00,We know. Government lies never end.
MEECH,2025-02-17 18:58:28+00:00,@Asmongold
Michael S,2025-02-17 20:36:29+00:00,We know
"Dr. Wanda, CFA",2025-02-17 16:08:43+00:00,I mean duh.
ShartMan,2025-02-17 16:09:53+00:00,"dude... you guys are obsessed. it doesn't have anything to do with any of that. it's about China having control over a narrative that the United States can't control. now that Trump's in charge notice how the people that still have TikTok left, there's lots and lots of pro"
RS,2025-02-17 17:12:58+00:00,This is old news.  It all spun up again after kids were reading Bin Laden’s manifesto.
Homeless cat rescuer,2025-02-17 19:10:00+00:00,Once again I beg you to help me I swear to you that I am very embarrassed to ask for help so that I can feed my family and get food for them Please be the reason for feeding my family and getting healthy food for them for two days Please do not disappoint us  x.com/oilgulp/status…
John Yoo Crushes the Testicles of Logic,2025-02-17 16:04:46+00:00,Hasn't Chris Murphy been openly admitting that for a while now?
LoveLife,2025-02-17 16:08:42+00:00,Interesting development
Dale,2025-02-17 16:11:39+00:00,Mr. Greenwald has done a great job of exposing the Republican's free speech hypocrisy in relation to Israel.
Grumped Cat,2025-02-17 16:22:05+00:00,"We know this, the msm seems to not tell us the big picture"
The Mainstream Is A Dangerous Cult,2025-02-17 16:42:22+00:00,We knew this already.
cathyx,2025-02-17 17:08:33+00:00,Anyone who has constantly been banned on Tiktok knows this is exactly why they get banned.
Never Trump,2025-02-17 20:12:51+00:00,"Is 
@MarkWarner
 ever in Virginia or doing anything to help Virginians?"
Kristen Miller,2025-02-20 13:53:49+00:00,"It's still silly, but I have better insight now re: that awful 
year of ""I'm banned so no I haven't seen it."" So, thank you!
I was banned at the same time or before the military bans started, at least a year before Bytedance came up. I rarely used it so it was unexpected and"
しんやっちょ@サブ垢,2025-02-11 01:30:53+00:00,"ルイージ残ってた3垢全部永バン

今朝の未成年との配信が原因？

19さいならセーフじゃね？18で大人

また運営による手動BANかな？？

閲覧は多いけど前回5アカウント
永久BAN続き痛いな 俺は動画投稿も
してるからアカウント大事やし
生配信だけなら損害そんなないのかな

TikTokで生き残れるのか？！"
しんやっちょ@サブ垢,2025-02-11 02:01:29+00:00,ルイージ永久BAN原因この配信か？？
アレックス・ディカーソン,2025-02-11 02:39:26+00:00,懲りないやつは永バンでいいんじゃね？
時任輝之心,2025-02-11 01:46:25+00:00,薬物食ってヨレた配信を辞めない限りいつまでも運営から目をつけられる。いつまでも汚れみたいなキャラじゃ今は厳しいしこれからはもっと厳しくなってくから配信で生きてくのは無理。
ラスボス,2025-02-11 01:31:44+00:00,ルイージさんて反省しないですよね
べびちゃん,2025-02-11 02:39:25+00:00,生き残れないに100票
小さなオッサン,2025-02-11 03:58:08+00:00,"早く早くやっちょも消えてくれると
嬉しみです"
あや,2025-02-11 04:27:17+00:00,"ルィージは、反省してないよね？１８歳の女の子にたまたま声をかけて、HOTELに入って配信して、身分証明も確認せず。
ただ、ルィージは、女の子と、やりたいだけ！狂ってる！"
ずん,2025-02-11 01:52:16+00:00,18歳から投票権があるようにはなったけど、20も離れた女の子を会ってすぐ…とか不快よね
ドナデジ,2025-02-11 10:41:56+00:00,もういらないです
"かずみヾ(๑╹◡╹)ﾉ""",2025-02-11 01:32:20+00:00,今朝もバンでした！
のん,2025-02-11 01:36:43+00:00,18歳だけどまだ高校3年。3月卒業の歳だからだったのかな？酒やタバコなど基本的なことは20歳からは変わらないからそこが判断基準だったかも？身分証見せてもらわないと危ないね。口だけだったから。新しいアカウントも今朝バンになってたよ
ひろみ,2025-02-11 01:57:51+00:00,明日のフットサル、ルイージ行かないらしいからメンバー探さないとね
yocchi,2025-02-11 02:20:01+00:00,おい。写真に悪意ありすぎやぞ
ゆうちゃん,2025-02-11 04:30:43+00:00,"ルイ－ジ
ホント懲りないね
いくとこまでいかないと気付かないのかな

その時は既に手遅れ

今が最後のチャンスと思うけど"
na_na,2025-02-11 07:42:03+00:00,こんなことしてねーで普通に働け！
きぃ,2025-02-11 08:51:07+00:00,年齢、ちゃんと身分証で確認しないとね
ずーしー,2025-02-11 08:54:13+00:00,大学生じゃなく、在学中って聞こえた
Mizuho人間ｲﾝﾌﾙｴﾝｻｰ,2025-02-11 09:14:42+00:00,え！まじ？
グータラ,2025-02-11 05:43:11+00:00,ロリの自己防衛にしか聞こえんぞw
ke,2025-02-11 07:16:24+00:00,お前ももう少しでムショいきやからコイツの方がまし
K,2025-02-11 14:10:19+00:00,"ルイージはもうダメだと思うよTikTokも
自分がやってることわかってもいないしなおそうとしてない。"
毘沙門天,2025-02-11 21:16:26+00:00,色々五月蝿いから控えめにするか？
みゅう,2025-02-12 09:27:57+00:00,やったね！！！しかない
eseakaにゃん＠ぷりるん大好きプラチナ+祝,2025-02-13 06:24:29+00:00,早クチネルイじが
Tristan,2025-02-27 10:42:57+00:00,"When the whole TikTok ban happened, decided to check out RedNote (xiaohongshu) and see what all the fuss was about

Defs becoming indoctrinated"
CYNer,2025-02-27 14:44:27+00:00,GOD DAMN (unfortunately the one with Nebula had to be reset bc of that tiktok ban thing ages ago)
!WaffleCats¡,2025-02-27 16:14:05+00:00,The goat
CYNer,2025-02-27 16:19:36+00:00,Looks at you
Nebula☆★,2025-02-27 17:19:15+00:00,CRIES
CYNer,2025-02-27 17:19:54+00:00,Stinky
Aso IS SEEING GHOST,2025-02-27 02:46:33+00:00,NAAH BAN TIKTOK FR THIS TIME I NEED THOSE POSERS GONE
コミュ,2025-02-27 09:29:26+00:00,"血 cos 地毛
Tiktokに上げたらBANされそうだったのでここで。

(一応菊さんcos)"
Carlos Torres,2025-02-27 00:07:37+00:00,https://wired.com/story/how-the-us-tiktok-ban-would-actually-work/… #socialmedia #platforms #digitalmarkerting #marketingnews #strategy #media #how #the #us #tiktok #ban #would #actually #work
KATSEYE News,2025-02-21 01:09:16+00:00,"EYEKONS!

KATSEYE has been banned on TikTok, let’s tag 
@tiktok_us
 to inform them a mistake has been made.

 Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!

#KATSEYE 
@katseyeworld"
KATSEYE News,2025-02-21 02:25:01+00:00,Make sure to add some emojis or change some wording in your message so it’s not marked as spam
KATSEYE BRASIL ✶,2025-02-21 02:24:25+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!"
ENCHELLA,2025-02-21 02:26:43+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!

#KATSEYE 
@katseyeworld"
dior,2025-02-21 02:41:34+00:00,"@tiktok_us
 PLEASE UNBAN KATSEYE THERE MUST BE A MISTAKE"
۟☾,2025-02-21 02:42:04+00:00,"@tiktok_us
 we believe that 
@katseyeworld
 has been wrongfully banned on Tiktok. please look into fixing this as soon as possible!!"
Chlo,2025-02-21 02:46:04+00:00,"Hello 
@tiktok_us
 we believe that 
@katseyeworld
  was wrongfully banned on Tiktok. Please look into fixing it as soon as possible!"
vex ☆,2025-02-21 02:50:39+00:00,"tiktok, pls put my family back together

Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!"
HIYYIH’S WEAKEST SOLDIER,2025-02-21 02:51:15+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible."
✶ Miso⁶,2025-02-21 02:52:38+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!!!!"
muskaan :),2025-02-21 02:54:11+00:00,"Hello 
@tiktok_us
, 
@katseyeworld
 has been wrongfully banned on TikTok, please can you look into fixing this as soon as possible ‍"
KATSEYE STAN,2025-02-21 02:23:38+00:00,"@tiktok_us
 @tiktok"
anggi,2025-02-21 02:55:38+00:00,"Hello 
@tiktok_us
, 
@katseyeworld
 has been wrongfully banned on TikTok, please can you look into fixing this as soon as possible"
Bambi,2025-02-21 02:55:41+00:00,"Hiiiiiii 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!"
anggi,2025-02-21 02:56:01+00:00,"Hello 
@tiktok_us
, 
@katseyeworld
 has been wrongfully banned on TikTok, please can you look into fixing this as soon as possible!! DO SOMETHINGGG"
bocek,2025-02-21 03:09:40+00:00,"Yo, 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this asap!"
𝑴𝒊𝒄𝒉𝒆𝒍𝒍𝒆¹³ ‍,2025-02-21 03:19:09+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!"
zeniffer,2025-02-21 03:40:00+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!

#KATSEYE 
@katseyeworld"
𝗃𝗈𝗂𝖼𝖾,2025-02-21 03:43:17+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!!!!!!"
ry ✶ BLACKPINK SOLOS OUT NOW,2025-02-21 04:37:18+00:00,"we should also tag 
@TikTokSupport"
sven 𑁍ࠬܓ 𖹭{time} (HIATUS),2025-02-21 05:23:51+00:00,"Hello 
@tiktok_us
. 
@katseyeworld
's TikTok account has been wrongfully banned, please look into fixing this as soon as possible, thank you! #KATSEYE"
psy,2025-02-21 03:06:41+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible"
One Cultura,2025-02-21 03:59:24+00:00,Does anyone know why?
,2025-02-21 05:39:58+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!  

#KATSEYE 
@katseyeworld"
,2025-02-21 05:40:27+00:00,"Hello 
@tiktok_us
, We believe 
@katseyeworld
 has been wrongfully banned on TikTok, please look into fixing this as soon as possible!

#KATSEYE 
@katseyeworld"
Who is John Galt?,2025-02-27 13:18:21+00:00,Someone expressed how i feel about TikTok after the Ban:
Simone Lemken,2025-02-27 08:52:03+00:00,"Urge Governments to Pressurise TikTok to Ban Chinese Cat-Torture Clubs - Sign the Petition! https://chng.it/NTdKSK8Fhr via 
@ChangeGER"
Glenn Greenwald,2025-02-26 19:53:23+00:00,Remember the TikTok ban?
@amuse,2025-02-27 00:50:32+00:00,Who?
Joseph Mallozzi,2025-02-26 19:55:12+00:00,It went the way of that Hancock sequel
Jacob,2025-02-26 19:55:52+00:00,I wonder the real reason they wanted/want it ban.
Evan Barker,2025-02-26 20:13:12+00:00,LOL
MrPazuzu,2025-02-26 20:29:19+00:00,"Greenland? 
Panama Canal? 
Dead chef in Obama's pond?
Tesla truck bomb at Trump hotel in Vegas?
Nashville RV bomb at Christmas a few yrs ago?
Vegas mass shooting?
Seth Rich?
Mass deportations?"
AI Alchemist,2025-02-26 20:01:01+00:00,Over a month ago now so it might as well be ancient history.
Lisa Liberty,2025-02-26 21:48:54+00:00,"Never forget the TikTok ban. They didn't want the inconvenient truth about the Gaza genocide coming out, but it's too late now."
Mayson Burch,2025-02-26 19:53:49+00:00,Pepperidge Farm remembers
Just One More Thing,2025-02-26 19:54:56+00:00,"Was that before or after ""without Net Neutrality"", the internet would be gone."
tom_tuna,2025-02-26 19:58:48+00:00,Bruh Michelle Trachtenberg died
